"course","CourseName","CourseCredits","CourseSubject","CourseCatalog","Description","Career"
"http://focu.io/data#course_COEN_390","COMP. ENG. PROD DESIGN PROJ.","3.0","COEN","390","Please see UGRD Calendar","UGRD"
"http://focu.io/data#course_FMAN_352","Stop?Motion Animation","3.0","FMAN","352","An intensive hands-on seminar/workshop in the art and craft of animation. This course is designed to acquaint the student with photographic techniques, model, puppet, and set construction, materials, motion control, and lighting, as it applies to animation filmmaking. Recent developments and a study of international styles and techniques are included.
Prerequisite: FMAN 202; or written permission of the School of Cinema.
NOTE: Students who have received credit for this topic under a FMAN 498 number may not take this course for credit.



","UGRD"
"http://focu.io/data#course_FMST_350","STUDIES IN FILM GENRES","3.0","FMST","350","Prerequisite: Two of FMST 201, 202 or 203; FMST 220; or permission of the School of
Cinema. This course involves intensive analysis of one or two film genres, which assumes
previous experience in film-genre studies. The genre is discussed in terms of its structural
characteristics and the ways in which it is a product of specific social situations. Weekly
screenings.","UGRD"
"http://focu.io/data#course_BCEE_464","Project Cost Estimating","3.0","BCEE","464","Techniques and procedures used for estimating cost of construction projects. Cost estimation process; elements of project cost; conceptual and detailed cost estimation methods; risk assessment and range estimating; case studies; computer-aided estimating.
Prerequisite: ENGR 301.




","UGRD"
"http://focu.io/data#course_EDUC_810","EDUC TECH AREA TUTORIAL","3.0","EDUC","810","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_FMST_330","Film Sound","3.0","FMST","330","Prerequisite: Two of FMST 201, 202 or 203; FMST 220; or permission of the School of
Cinema. This course provides an introduction to the concepts and language necessary to
think and write cogently about the importance of sound in the cinema. It covers issues of
technology, aesthetics and sound design in relation to the history of cinema as an
audiovisual medium. Weekly readings and screenings offer students key analytical tools to
better understand the soundscapes and soundtracks of a variety of film practices.","UGRD"
"http://focu.io/data#course_RELI_361","Religions of Japan","3.0","RELI","361","This course uses a historical approach to understand the development of Japanese religious traditions. It investigates popular Japanese cults and religions, the assimilation of foreign religious thought and practices, and the implantation of Buddhism, Confucianism, and other models from China. Religious sectarianism, state regulated religious schools, cults, and the role of religion in the establishment of Japanese national identity are also studied.","UGRD"
"http://focu.io/data#course_PSYC_826","Internal Practicum IV: General","3.0","PSYC","826","This course is a specialized practicum for advanced students involving clinical experience with adult, child, and/or adolescent clients under supervision of a licensed psychologist.","GRAD"
"http://focu.io/data#course_ADMI_811","ORGANIZATIONAL BEHAVIOUR","3.0","ADMI","811","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_PHYS_468","Condensed Matter and Nanophysics","3.0","PHYS","468","Prerequisite: PHYS 459; PHYS 377 previously or concurrently. Review of phonon modes and electron band structure. Quantum condensed-matter topics: Hartree-Fock, mesoscopic quantum transport theory (quantum dots, 1D systems, 2D systems), superconductivity, the quantum Hall effects, and weak localization.
NOTE: Students who have received credit for PHYS 467 may not take this course for credit.","UGRD"
"http://focu.io/data#course_ECON_598","Advanced Topics in Economics","3.0","ECON","598","Specific topics and relevant prerequisites for this course are stated in the Graduate Class Schedule.","GRAD"
"http://focu.io/data#course_ECON_802","Comprehensive Examination","4.0","ECON","802","All students must pass one examination in Microeconomic Theory and one examination in Macroeconomic Theory.","GRAD"
"http://focu.io/data#course_ARTE_890","THESIS","63.0","ARTE","890","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_ELEC_6491","CONTROLLED ELECTRIC DRIVES","4.0","ELEC","6491","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_MECH_6231","HELICOPTER FLIGHT DYNAMICS","4.0","MECH","6231","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_SOCI_406","Sociology of Knowledge","3.0","SOCI","406","This course examines a variety of theories of the relation of knowledge and belief to social contexts.
Prerequisite: 400-level courses are open to students who have successfully completed at least six credits from 300-level SOCI courses.




","UGRD"
"http://focu.io/data#course_INTP_661","PROFESSIONAL INTERNSHIP I","3.0","INTP","661","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_INSE_6620","CLOUD COMP. SEC. & PRIVACY","4.0","INSE","6620","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_HUMA_879","DIRECTED STUDIES","3.0","HUMA","879","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_POLI_688","Internship","9.0","POLI","688","The internship is a four-month full-time job placement in either the public or private sector arranged and approved by the Political Science Internship Coordinator and MPPPA Director.","GRAD"
"http://focu.io/data#course_INDI_832","DOCTORAL LEVEL STUDIES","3.0","INDI","832","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_WSDB_490","ADV. SEM. IN WOMEN'S STUDIES","3.0","WSDB","490","Please see UGRD Calendar","UGRD"
"http://focu.io/data#course_HIST_398Z","SELECTED TOPICS IN HISTORY NATIONALISM IN AFRICA","3.0","HIST","398Z","NaN","UGRD"
"http://focu.io/data#course_RELI_366","RELIGION AND MUSIC","3.0","RELI","366","This course explores sacred music in its religious and cultural contexts. It examines the ways in which religion has served as an inspiration and performance context for music across the world, and some of the ways in which musical expression has been central to religious practice. Topics range from Gregorian chant to Quranic recitation, from Hindu, Muslim, and Sikh devotional song in South Asia to esoteric Tibetan chant, and from J.S. Bach to Gospel singing in African-American churches.

NOTE: Students who have received credit for this topic under a RELI 398 number may not take this course for credit.","UGRD"
"http://focu.io/data#course_CHST_693","INTERNSHIP","9.0","CHST","693","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_DART_339","Second Skin and Soft Wear","3.0","DART","339","This studio course contextualizes the making of and the concepts relating to soft surfaces, objects, furniture, and sculptural forms. Students are also encouraged to explore the sensory interfaces between surface and structure in design by investigating alternative material use and new technologies for innovative textile design, electronics, and body wear.
Prerequisite: DART 380 or 381; DART 391, 392 previously or concurrently; or written permission of the Department.




","UGRD"
"http://focu.io/data#course_RELI_318","Shiite Islam","3.0","RELI","318","This course explores the history and ideas of Shiism, from the inception of the movement to the present. The various sects are introduced and studied, including the Twelvers, Ismailis, Druze, and Alawites. Shiite doctrines related to esoterism, quietism, and messianism are considered in comparison with other religions, while study of the modern period treats subjects such as theocracy, political activism, and martyrdom.","UGRD"
"http://focu.io/data#course_JOUR_531","Visual Journalism Photo Editing","3.0","JOUR","531","Please see Graduate Calendar","GRAD"
"http://focu.io/data#course_INDU_6141","LOGISTICS NETWORK MODELS","4.0","INDU","6141","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_CIVI_464","Environmental Impact Assessment","3.0","CIVI","464","Engineering activities and the environment; environmental ethics. Prediction and estimation of impact on air, water, soil quality, and biological, socio-economic, cultural environments. Water and air pollution laws, solid and hazardous waste laws. Environmental inventories, assessment preparation, and review. Federal and provincial laws and regulations on environmental assessment. Strategies for environmental compliance, resolution of environmental conflicts. Case studies. Lectures: three hours per week.
Prerequisite: CIVI 361.




","UGRD"
"http://focu.io/data#course_DART_652","Directed Study II","3.0","DART","652","Prerequisites: DART 651; written permission of any faculty member of the Thesis Advisory Committee and the Graduate Program Director; a cumulative GPA of 3.7 or higher. Students may enrol in a directed study under faculty supervision in order to undertake a specialized study of theoretical or research-creation related topics.","GRAD"
"http://focu.io/data#course_SCEN_409","Supervised Internship II","3.0","SCEN","409","Prerequisites: SCEN 408 or DFTT 408. Permission of the Department of Theatre is required.

This course provides students with the opportunity to obtain credit for work completed for a recognized theatre company, or a project under the joint supervision of a qualified professional and a full‑time Theatre faculty member.

Equivalent Courses : Students who have received credit for PERC 409 , PROD 409, or DFTT 409 may not take this course for credit.","UGRD"
"http://focu.io/data#course_MUSI_398","SPECIAL TOPICS IN MUSIC","3.0","MUSI","398","Prerequisite: Enrolment in a Department of Music program or written permission of the Department of Music. A seminar/workshop in an area of music that provides an opportunity for the study of specialized aspects of music outside the scope of existing courses.","UGRD"
"http://focu.io/data#course_AHSC_313","FAMILY COMMUNICATION","3.0","AHSC","313","This course is a requirement for students enrolled in the Certificate in Family Life Education. This course is an examination of patterns, effective approaches, and issues in communication among persons in primary partnerships and families. It also explores topics such as diversity in forms of “family,” decision‑making, problem‑solving, power relations, gender issues, managing differences in expectations, and the influences of cultural, social, and economic contexts.

NOTE: Students who have received credit for AHSC 254 may not take this course for credit.","UGRD"
"http://focu.io/data#course_PHOT_331","Digital Photography I","3.0","PHOT","331","Prerequisite: The following courses must be completed previously or concurrently:
PHOT 210, PHOT 221. Enrolment in the Major in Photography is
required. If prerequisites are not satisfied, permission of the program
coordinator is required.

This introductory studio course investigates the technical and creative
aspects of digital photography. This course provides students with an
understanding of the digital image and a practical application of the
tools within their personal approach to photography. Students explore
the production of digital photographs, emphasizing the manipulation of
images with software and the preparation for different formats. Issues
related to the use of digital imagery within the larger context of
photography are explored.

Fee note : Students are required to bear the cost of removable storage
devices, printing, and other materials.
Other note : Students who have received credit for this topic under a
PHOT 498 number may not take this course for credit.","UGRD"
"http://focu.io/data#course_ECON_683","Applied Econometrics:  Microeconometrics","3.0","ECON","683","This course provides an introduction to statistical techniques and practical aspects of microeconometric analysis. Topics include binary response models, censored and truncated regression models, analysis of categorical survey data, instrumental variables, treatment effects, panel data models with fixed and random effects, analysis of transition data, estimation by simulation, and estimation of dynamic programming models.","GRAD"
"http://focu.io/data#course_GERM_230","Introduction to German Culture","3.0","GERM","230","This course offers a panoramic study of the major components of the culture of German-speaking countries from the Middle Ages to contemporary times. Attention is given to these countries' artistic, social, political, and economic life. This course is taught in English.





","UGRD"
"http://focu.io/data#course_HIST_285","INTRO TO LAW & SOCIETY","3.0","HIST","285","Please see UGRD Calendar","UGRD"
"http://focu.io/data#course_JOUR_650","JOURNALISM RDGS/PROPOSAL","6.0","JOUR","650","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_ELEC_6411","POWER ELECTRONICS I","4.0","ELEC","6411","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_MANA_690","LIVE CASE EXPERIENCE","3.0","MANA","690","Please see Graduate Calendar","GRAD"
"http://focu.io/data#course_ENGL_606","Studies in Early English Literature and Medieval Literature","3.0","ENGL","606","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_RELI_643","CONTEMP.CATHOLIC THOUGHT","3.0","RELI","643","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_SPEC_820","SPEC DOCTORAL LEVEL STUDIES","3.0","SPEC","820","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_FRAN_302","Langue française : niveau d'approfondissement I","3.0","FRAN","302","Ce cours de français, niveau d'approfondissement I, est destiné aux étudiantes et étudiants qui possèdent déjà une bonne connaissance du français mais qui ont besoin d'améliorer leur expression orale et écrite. Le cours est essentiellement axé sur la pratique de la lecture, sur la compréhension de textes et de documents audiovisuels, ainsi que sur la pratique de la grammaire et de la rédaction.
Préalable : FRAN 213 ou 215 ou l'équivalent.
N.B. : Les étudiantes et étudiants qui ont suivi FRAN 301 ne peuvent obtenir de crédits pour ce cours.



","UGRD"
"http://focu.io/data#course_LING_457","Archaic Latin and the Italic Dialects","3.0","LING","457","A study of inscriptions in archaic Latin and the ancient Italic dialects Oscan and Umbrian. Examination of the main features of phonology, morphology, syntax and the lexicon which distinguish Osco-Umbrian from Latin, with reference to their development from Proto-Indo-European.
Prerequisite: LING336 or CLAS391.","UGRD"
"http://focu.io/data#course_GEOG_315","Social and Cultural Geographies","3.0","GEOG","315","The field of social and cultural geography explores how social difference (e.g. race, gender, sexuality, class, disability, migrant status), and cultural representations (e.g. ideas of heritage, consumerism, colonialism, arts, aesthetics, or home) interact with space and place. This course examines processes such as the legitimation of social structures and experience, struggles over identity and memory,
contestations of cultural meaning, and resistance to power. This is a field that asks -- how does geography help imagine an alternative future?

NOTE: Students who have received credit for GEOG 300 may not take this course for credit.","UGRD"
"http://focu.io/data#course_MATH_467","Measure Theory","3.0","MATH","467","In this course, students learn about the Lebesgue measure and integration on the real line, convergence theorems, Lp spaces, completeness of Lp[0,1], absolute continuity. Further special topics may be explored.","UGRD"
"http://focu.io/data#course_DFTT_212","INTRODUCTION TO ELEMENTS OF PRODUCTION","3.0","DFTT","212","Prerequisite: The following courses must be completed previously: ACTT 209 or PERC
209; and DFTT 209. If prerequisites are not satisfied, permission of the ProgramCoordinator is required.

Description: Students learn elements of stage management, production management and
technical direction through hands-on practical work in the department’s shops and theatre
spaces. They develop technical skills in scenery, properties, and costumes, as well as
lighting and sound. By completing specific assignments related to department public
performances, students are introduced to the language, tools, and techniques used in
rehearsal halls, shops, and backstage.

NOTE: Students enrolled in this course are required to pay a Theatre Lab Fee.","UGRD"
"http://focu.io/data#course_EXCI_422","Pathophysiology in Clinical Exercise Science I","3.0","EXCI","422","This course reviews pathophysiology, medical intervention techniques, and medication profiles of the most common cardiovascular, respiratory, oncologic and metabolic diseases. Lectures only.
Prerequisite: EXCI 252, 358 or equivalent; enrolment in the Clinical Exercise Physiology Specialization.




","UGRD"
"http://focu.io/data#course_PSYC_845","COGNITIVE SCIENCE SEMINAR II","3.0","PSYC","845","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_ANTH_231","Culture and Commerce","3.0","ANTH","231","This course explores the influence of cultural values on the organization of the production, distribution or marketing, and the consumption of goods and services at both the local and global levels of the world economy. It also examines the social and environmental impact of the globalization of the consumer society.





","UGRD"
"http://focu.io/data#course_JAZZ_200","The Language of Jazz","6.0","JAZZ","200","An introduction to the syntax, style, aesthetics, and sociology of jazz. The complete spectrum of styles and artists serves as the basis of materials for the course. Listening, readings/discussion, aural transcription, performance analysis, repertoire development, instrumental or vocal performance and film study constitute the core work.
Prerequisite: Enrolment in the Specialization in Jazz Studies or written permission of the Department of Music.




","UGRD"
"http://focu.io/data#course_POLI_217","Comparing Democracies","3.0","POLI","217","This course introduces students to the field of comparative politics by examining the institutional structures of established advanced industrial democracies. Particular emphasis is placed on the study of constitutions; the legislative, executive, and the judicial branches of government; and the electoral and party systems.

NOTE: Students who have received credit for this topic under a POLI 298 number may not take this course for credit.



","UGRD"
"http://focu.io/data#course_CHME_6081","ADV SEPAR PROCESSES","4.0","CHME","6081","Please see Grad Calendar","GRAD"
"http://focu.io/data#course_CART_457","Independent Study I","3.0","CART","457","This course provides an opportunity for a limited number of students to pursue advanced studies in computation arts research and creation project under the supervision of a full-time faculty member. A clearly defined written agreement between the student and the faculty supervisor is required before the independent study is approved.
Prerequisite: 48 credits completed in a Computation Arts program; written permission of the Department.
NOTE: Students may count a maximum of nine credits in independent studies towards their degree program.



","UGRD"
"http://focu.io/data#course_HIST_660","SEL TOPS IN HIST OF GENDER","3.0","HIST","660","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_HIST_605","INTRO TO THE ORIGINAL ESSAY","3.0","HIST","605","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_ARTH_391","Art and its Changing Contexts","3.0","ARTH","391","An investigation of art in its original context and of its changing meanings and uses through time.
NOTE: It is strongly recommended that students have completed at least six Art History credits before enrolling in this course.","UGRD"
"http://focu.io/data#course_RELI_402","Ancient Jewish Biblical Interpretation","3.0","RELI","402","Please see Undergraduate Calendar","UGRD"
"http://focu.io/data#course_GPCB_698","Careers in Community Organizations: Panel discussion with Concordia alumni","1.5","GPCB","698","Concordia undergrad and graduate students! 

You are invited to attend an interactive discussion with four Concordia alumni who have pursued careers in the community sector. At this engaging event, our panelists will share their experiences on building their careers, which skills are crucial for their work and why they chose to focus on supporting others. From non-profit management to program development, a career in community organizations comes with its own set of challenges and accomplishments. The session will end with a Q&A session where attendees will have the chance to ask questions and learn how their degrees can lead them to a fulfilling career improving our communities.  
~~~
This is a panel discussion. 
~~~
A collaboration between GradProSkills, FutureBound, CAPS, Alumni Relations and the Concordia LIVE Centre. 
Panelists include:

Kim Fuller, BFA '96 .Founder and CEO, Phil and Immediate Past President of the Concordia University Alumni Association (CUAA) à Phil creates fundraising and communication strategies and tools specifically for socially-missioned organizations and businesses.

Nakuset S, BASc ’00 (Human Relations). Executive Director, Native Women’s Shelter of Montreal and Creator and Host of Indigenous Power.

Robyn Dalton, MA ‘09 (Public Policy and Public Admin). Executive Director, LOVE Canada à LOVE (Canada) is a Canadian non-profit organization that provides a variety of dynamic, innovative media arts programs and leadership development opportunities to at-risk youth.

Stacey Dakin, BA ‘09. Managing Director at Mentor Canada à MENTOR Canada is committed to expanding access to mentoring for youth in Canada. Launched by Big Brothers Big Sisters of Canada, the Alberta Mentoring Partnership and the Ontario Mentoring Coalition, MENTOR Canada is a new coalition of organizations that provide youth mentoring.","PDEV"
"http://focu.io/data#course_RELI_650","TOP/HEBREW BIBLE/ANC NEAR EA","3.0","RELI","650","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_HEXS_851","Research Proposal in Health and Exercise Science","3.0","HEXS","851","Students are required to write a research proposal describing a series of projects leading to the production of new knowledge from hypothesis-driven data acquisition and experimental inquiry. A supervisory committee including the supervisor and three additional faculty members (often the same as the comprehensive examination) with varied expertise related to the thesis topic is formed to guide the student with the production of the proposal. The proposal is presented in written form to the committee, and in oral form to the committee and department.","GRAD"
"http://focu.io/data#course_FLIT_496","Recherche Dirigée","6.0","FLIT","496","Cours offert uniquement aux étudiantes et étudiants des programmes de majeure et de spécialisation en littératures de langue française. Étude individuelle dirigée permettant d’approfondir un sujet particulier dans le domaine des littératures de langue française.","UGRD"
"http://focu.io/data#course_HUMA_862","DIRECTED STUDIES","3.0","HUMA","862","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_PHIL_656","Selected Topics in Analytic Philosophy","3.0","PHIL","656","Subject matter varies from term to term and from year to year. Students may re-register for this course provided that the course content has changed. 

Note: Students who have received credit for this topic under PHIL 666 may not take this course for credit.","GRAD"
"http://focu.io/data#course_PROD_411","THEATRE PRODUCTION III","3.0","PROD","411","Please see UGRD Calendar","UGRD"
"http://focu.io/data#course_PHIL_275","From Modern to Postmodern: Philosophical Thought and Cultural Critique","3.0","PHIL","275","This course focuses on key developments in modern and postmodern philosophy and their cultural influences. The course provides an introduction to philosophers (such as Kant, Nietzsche, and Foucault) and philosophical movements (such as empiricism, existentialism, and post-structuralism) of the modern era. It also introduces students to the tremendous influence that philosophical theory has had on the arts, on social and political movements, and on virtually every field of study in the humanities and social sciences.

NOTE: Students who have received credit for this topic under a PHIZ 298 number may not take this course for credit.



","UGRD"
"http://focu.io/data#course_SSDB_390","Sexuality Theory in Historical Perspectives","3.0","SSDB","390","This course introduces students to theoretical thinking on sexuality in historical perspectives, prior to the 1980s. This course may focus on ideas about sexuality within a specific period or area in history to investigate how sexuality was conceptualized, understood, and treated. The course takes both disciplinary and interdisciplinary approaches to consider how theoretical frameworks on sexuality are embedded in social and colonial relations. The course prepares students to understand how modern ideas of sexuality have been shaped by knowledge that is historically constituted.","UGRD"
"http://focu.io/data#course_COMS_491","Communication  Media:  Portfolio","3.0","COMS","491","This advanced production course offers a sustained opportunity to
develop one or more portfolio-quality media productions, either individually or in groups.
Other topics may include CV design, grant-writing, and professional development.","UGRD"
"http://focu.io/data#course_ACCO_602","TUTORIAL IN BUSINESS ADV SER","4.0","ACCO","602","Students who have taken ACCO 652T may not take this course for credit","GRAD"
"http://focu.io/data#course_FMST_615","TOPICS IN EUROPEAN CINEMAS","3.0","FMST","615","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_HUMA_886","DIRECTED STUDIES","3.0","HUMA","886","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_GPLL_233","Business Research Essentials","1.5","GPLL","233","This workshop is designed to guide graduate students through the major business resources that are available via the Concordia Library system, to help students maximize their research expertise and time.

Students will be shown how to find company and financial information, industry surveys, SWOT analysis, market research reports and consumer data. Furthermore, they will learn how to access peer-reviewed journals and popular business sources such as the Wall Street Journal and Harvard Business Review.

The first 90 minutes will review the major resources, giving students hands-on time to explore the databases. The last 30 minutes will be dedicated to answering any additional questions that students may have.
~~~
In this workshop, participants will:
1- Learn about the library services available to business students
2- Identify and use a variety of business information sources
~~~
Michael Groenendyk is a Digital Scholarship and Business Librarian at Concordia.","PDEV"
"http://focu.io/data#course_MATH_473","Partial Differential Equations","3.0","MATH","473","This course is an introduction to partial differential equations and focuses on recognizing, interpreting, and solving such equations. Particular attention is paid to the Laplace, Poisson, heat, and wave equations with various boundary conditions. Solution methods include separation of variables, Fourier expansions, variational methods, and energy methods. Theory developed in this course includes Green’s formula, the maximum principle, and properties of harmonic functions, such as the mean value theorem. Further special topics may be
explored.

NOTE: Students who have received credit for MATH 371 may not take this course for credit.","UGRD"
"http://focu.io/data#course_ETEC_672","PROJECT MANAGEMENT","3.0","ETEC","672","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_RELI_233","Introduction to Women and Religion","3.0","RELI","233","This introduction to the particular problems and issues in the study of women and religion uses case studies from various religious traditions. The course presents a survey of the different levels of participation, the complex ritual activities, and the intriguing divine imagery associated with women that are found in many religious traditions. Questions pertaining to the contemporary feminist discourse on such topics as witchcraft, matriarchy, and goddess religions are also explored.





","UGRD"
"http://focu.io/data#course_CINE_440","SPECIAL TOPICS IN FILM STUD","3.0","CINE","440","Please see UGRD Calendar","UGRD"
"http://focu.io/data#course_JOUR_509","COPY EDITING","3.0","JOUR","509","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_POLI_329","American Foreign Policy","3.0","POLI","329","This course covers the sources and significance of American foreign policy, including the U.S. foreign policy-making process, the political and historical context of U.S. foreign policy decision making, and the nature and dimensions of contemporary American power. Major theoretical and policy debates are considered.
Prerequisite: POLI 205 and 207; or permission of the Department.




","UGRD"
"http://focu.io/data#course_GEOG_290","Environment and Society","3.0","GEOG","290","Relations between the environment and society both preserve and threaten our more-than-human world.  Drawing on vibrant contributions from geographical and interdisciplinary fields, this course
introduces concepts and frameworks for clarifying and interrogating existing environment society relations and for imagining possible alternatives. Topics may include nature/culture divide, alternative  ideas of nature, historical dimensions of current environment-society relations, the role of experts and expertise in contemporary society, the impact of unequal distributions of political power on people and the environment, and possibilities for hope in troubled times. Writing tutorials linked to the course assignments help students learn university-level academic writing and critical thinking skills. Lectures and tutorials.","UGRD"
"http://focu.io/data#course_ADIP_585","Integrative Internship I","3.0","ADIP","585","This course is associated with, and normally represents, a prerequisite for Integrative Internship II. Integrative Internship I is designed to allow students to build on their acquired knowledge,skills, values and attitudes through interaction with a chosen education environment. The first Internship requires students to select, contact and establish a working relation with an organization which offers educational activities to adults in their community. A supervised Special Project for an adult education provider is initiated. At this stage, the emphasis is on observation and information gathering, in preparation for taking on a more active role in Integrative Internship II.","GRAD"
"http://focu.io/data#course_COEN_313","Digital Systems Design II","3.5","COEN","313","In this course, students will be exposed to a comprehensive overview
of VHDL language and the synthesis process for the design of digital
systems. First, students will learn the hardware implementation of
basic VHDL language constructs, then they will be exposed to the core
of the RT-level design, including combinational circuits, ""regular""
sequential circuits, finite state machines, and circuits designed using
register transfer methodology. Students are introduced as well to
concepts related to metastability, self-timed circuits, programmable
logic devices, field programmable gate arrays and testing issues.

Prerequisite: COEN 212, 231","UGRD"
"http://focu.io/data#course_FRAN_219","Initiation au français écrit","3.0","FRAN","219","Ce cours de niveau intermédiaire s'adresse à des étudiantes et étudiants qui ont une bonne compétence en communication orale en français et qui désirent renforcer leur compétence en communication écrite. Il a principalement pour objectif d'amener les étudiantes et les étudiants à consolider leurs connaissances de la structure de la phrase de base et de ses transformations, et à enrichir leur vocabulaire. Les étudiantes et les étudiants seront également initiés à la composition de textes divers et à deux techniques d'expression : le plan et le résumé.
Préalable : FRAN 213 ou l'équivalent.




","UGRD"
"http://focu.io/data#course_FTRA_622","LITTÉRATURE, LANGUE ET TRAD","3.0","FTRA","622","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_SPEC_605","SPEC MASTER'S LEVEL STUDIES","6.0","SPEC","605","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_ENGL_324","The 18th- and 19th-Century Novel","6.0","ENGL","324","This course surveys developments in the British novel from its origins in documentary realism, satire, and romance, including the gothic, to the emergence of the novel as a dominant literary genre. The course includes works by such writers as Defoe, Fielding, Sterne, Radcliffe, Burney, Edgeworth, Austen, Dickens, the BrontÃ«s, Eliot, and Hardy.





","UGRD"
"http://focu.io/data#course_PTNG_414","LIFE IN THE ROUND: PAINTING THE FIGURE FROM OBSERVATION II","6.0","PTNG","414","This advanced-level studio course focuses on the experience of seeing and depicting the living human body in all its complexity and presence.
Prerequisite: Any 300-level PTNG course. 
NOTE: Students who have received credit for this topic under a PTNG 499 number may not take this course for credit.","UGRD"
"http://focu.io/data#course_SPAN_683","RESEARCH PAPER II","15.0","SPAN","683","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_FRAN_304","Langue française : niveau d’approfondissement III","3.0","FRAN","304","Ce cours de français, niveau d’approfondissement III, est destiné aux étudiantes et étudiants qui possèdent déjà une bonne connaissance du français, mais qui ont besoin d’approfondir leur expression écrite et orale.","UGRD"
"http://focu.io/data#course_POLI_617","SPEC TOPICS IN PUBLIC POLICY","3.0","POLI","617","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_CHEM_668","SEMINAR","3.0","CHEM","668","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_HIST_235","THE HOLOCAUST","3.0","HIST","235","Please see UGRD Calendar","UGRD"
"http://focu.io/data#course_GERM_306","Introduction to Translation","3.0","GERM","306","This course examines German and English grammar in a comparative context in order to provide a basis for translation between the two languages. It also aims to develop lexical and semantic knowledge of the German language through analysis of textual materials, with special focus on words and idiomatic expressions that are essential to clear and effective communication. Students translate short texts from a variety of fields, primarily from English to German","UGRD"
"http://focu.io/data#course_ECON_252","Economic History After the Industrial Revolution","3.0","ECON","252","This course is an introduction to the main economic trends in the era of sustained growth and development which accelerated with the Industrial Revolution and continues to the present. The emphasis is on Europe with some coverage of North America and the colonial/ developing world.","UGRD"
"http://focu.io/data#course_COMS_367","Media and Cultural Context","3.0","COMS","367","This course examines the contested notions of culture and diversity as they relate to interpersonal and mediated communication. It focuses on ways in which different cultural communities critique and access a range of cultural forms, on issues and challenges of cross-cultural communications, and on media representational practices, challenges, and problematics.","UGRD"
"http://focu.io/data#course_ENCS_6721","TECH WRTG/RSRCH METH/SCI/ENG","3.0","ENCS","6721","Please see GRAD Calendar","GRAD"
"http://focu.io/data#course_GEOG_485","FEMINIST GEOGRAPHIES","3.0","GEOG","485","This course analyzes gender and socio-spatial relations of power. Specifically, this course engages with feminist thought through its intersections with anti-racist, queer, and emancipatory geographies. This is a discussion-based seminar which includes personal reflection on space, identity and difference, resistance and agency, as well as broader global and historical contexts.

NOTE: Students who have received credit for this topic under a GEOG 498 number may not take this course for credit.","UGRD"
"http://focu.io/data#course_PHIL_260","Presocratics and Plato","3.0","PHIL","260","This course is a study of ancient Greek philosophy from its beginnings to Plato.





","UGRD"
"http://focu.io/data#course_PSYC_7202","Seminar on Ethical and Professional Issues","2.0","PSYC","7202","In this seminar, ethical and professional issues in clinical psychology are considered via the discussion of case presentations, ethical dilemmas, and relevant jurisprudence. The Codes of Ethics of the Ordre des Psychologues du Québec (OPQ), and of the Canadian Psychological Association (CPA) serve as the framework for resolving ethical dilemmas associated with topics related to dual relationships, duty to protect/duty to warn, professional competence, diversity, labelling and stigma, and special issues related to consultation, third party payers, and other professionals","GRAD"
"http://focu.io/data#course_CERA_499","SPECIAL TOPICS IN CERAMICS","6.0","CERA","499","An advanced studio course which provides an opportunity for the study of more specialized aspects of ceramics. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.","UGRD"
"http://focu.io/data#course_MATH_478","Non-Linear Programming","3.0","MATH","478","This course provides an overview of nonlinear optimization and related topics. Students review unconstrained nonlinear optimization using methods from advanced calculus. The rudiments of convex analysis are covered and applied to deriving optimality conditions in constrained convex optimization via the classical Lagrangian approach. Nonlinear duality is covered as well. Further special topics (such as an introduction to nonsmooth analysis) may be explored.

Note: Students who have received credit for MATH 436 may not take this course for credit.","UGRD"
